"NameOfStation";"Line";"Year";"Quarter";"IncomingPassengers";"OutgoingPassengers";"global_id";
"Станция метрополитена";"Линия";"Год";"Квартал";"Входы пассажиров";"Выходы пассажиров";"global_id";
"Университет";"Сокольническая линия";"2024";"I квартал";"2781539";"2816146";"2664615936";
"Юго-Западная";"Сокольническая линия";"2024";"I квартал";"4508536";"4576380";"2664615937";
"Тропарёво";"Сокольническая линия";"2024";"I квартал";"1616796";"1594711";"2664615938";
"Румянцево";"Сокольническая линия";"2024";"I квартал";"1002355";"1004996";"2664615939";
"Саларьево";"Сокольническая линия";"2024";"I квартал";"3385623";"3137994";"2664615940";
"Филатов луг";"Сокольническая линия";"2024";"I квартал";"1726440";"1681708";"2664615941";
"Прокшино";"Сокольническая линия";"2024";"I квартал";"706618";"692327";"2664615942";
"Ольховая";"Сокольническая линия";"2024";"I квартал";"923389";"873699";"2664615943";
"Новомосковская";"Сокольническая линия";"2024";"I квартал";"1481378";"1455057";"2664615944";
"Деловой центр";"Солнцевская линия";"2024";"I квартал";"1463448";"1473820";"2664615945";
"Парк Победы";"Солнцевская линия";"2024";"I квартал";"325252";"332349";"2664615946";
"Минская";"Солнцевская линия";"2024";"I квартал";"741384";"751768";"2664615947";
"Ломоносовский проспект";"Солнцевская линия";"2024";"I квартал";"1200694";"1203235";"2664615948";
"Раменки";"Солнцевская линия";"2024";"I квартал";"1638620";"1619845";"2664615949";
"Мичуринский проспект";"Солнцевская линия";"2024";"I квартал";"218040";"223383";"2664615950";
"Озёрная";"Солнцевская линия";"2024";"I квартал";"1530839";"1505303";"2664615951";
"Говорово";"Солнцевская линия";"2024";"I квартал";"1005637";"972061";"2664615952";
"Солнцево";"Солнцевская линия";"2024";"I квартал";"1743201";"1686465";"2664615953";
"Боровское шоссе";"Солнцевская линия";"2024";"I квартал";"487035";"457815";"2664615954";
"Новопеределкино";"Солнцевская линия";"2024";"I квартал";"1443101";"1373344";"2664615955";
"Рассказовка";"Солнцевская линия";"2024";"I квартал";"1592276";"1525422";"2664615956";
"Планерная";"Таганско-Краснопресненская линия";"2024";"I квартал";"3387465";"3274725";"2664615957";
"Сходненская";"Таганско-Краснопресненская линия";"2024";"I квартал";"4183310";"4095031";"2664615958";
"Тушинская";"Таганско-Краснопресненская линия";"2024";"I квартал";"3685496";"3532231";"2664615959";
"Спартак";"Таганско-Краснопресненская линия";"2024";"I квартал";"623344";"611914";"2664615961";
"Щукинская";"Таганско-Краснопресненская линия";"2024";"I квартал";"3580409";"3560155";"2664615962";
"Октябрьское поле";"Таганско-Краснопресненская линия";"2024";"I квартал";"3344412";"3394600";"2664615963";
"Полежаевская";"Таганско-Краснопресненская линия";"2024";"I квартал";"2338962";"2382639";"2664615964";
"Беговая";"Таганско-Краснопресненская линия";"2024";"I квартал";"2814753";"2844068";"2664615965";
"Улица 1905 года";"Таганско-Краснопресненская линия";"2024";"I квартал";"3573733";"3707687";"2664615967";
"Баррикадная";"Таганско-Краснопресненская линия";"2024";"I квартал";"1903750";"1978093";"2664615969";
"Пушкинская";"Таганско-Краснопресненская линия";"2024";"I квартал";"3764842";"3930566";"2664615970";
"Кузнецкий мост";"Таганско-Краснопресненская линия";"2024";"I квартал";"1930642";"2042749";"2664615971";
"Таганская";"Таганско-Краснопресненская линия";"2024";"I квартал";"1168228";"1208956";"2664615972";
"Пролетарская";"Таганско-Краснопресненская линия";"2024";"I квартал";"2618635";"2653453";"2664615973";
"Волгоградский проспект";"Таганско-Краснопресненская линия";"2024";"I квартал";"1793115";"1819424";"2664615974";
"Текстильщики";"Таганско-Краснопресненская линия";"2024";"I квартал";"4249159";"4523448";"2664615975";
"Кузьминки";"Таганско-Краснопресненская линия";"2024";"I квартал";"4606070";"4590942";"2664615976";
"Рязанский проспект";"Таганско-Краснопресненская линия";"2024";"I квартал";"2464359";"2478712";"2664615977";
"Выхино";"Таганско-Краснопресненская линия";"2024";"I квартал";"5298999";"5106561";"2664615978";
"Лермонтовский проспект";"Таганско-Краснопресненская линия";"2024";"I квартал";"1586560";"1525961";"2664615979";
"Жулебино";"Таганско-Краснопресненская линия";"2024";"I квартал";"2181044";"2134725";"2664615981";
"Котельники";"Таганско-Краснопресненская линия";"2024";"I квартал";"4854271";"4410984";"2664615982";
"Пионерская";"Филёвская линия";"2024";"I квартал";"513455";"495199";"2664615983";
"Филёвский парк";"Филёвская линия";"2024";"I квартал";"787585";"764835";"2664615984";
"Багратионовская";"Филёвская линия";"2024";"I квартал";"1344300";"1347664";"2664615985";
"Фили";"Филёвская линия";"2024";"I квартал";"1567434";"1562102";"2664615986";
"Кутузовская";"Филёвская линия";"2024";"I квартал";"572498";"612254";"2664615987";
"Студенческая";"Филёвская линия";"2024";"I квартал";"535463";"537790";"2664615988";
"Смоленская";"Филёвская линия";"2024";"I квартал";"760127";"775043";"2664615989";
"Арбатская";"Филёвская линия";"2024";"I квартал";"525631";"505662";"2664615990";
"Александровский сад";"Филёвская линия";"2024";"I квартал";"1535014";"1550264";"2664615991";
"Петровский парк";"Большая кольцевая линия";"2024";"I квартал";"1598431";"1657464";"2664616002";
"Лефортово";"Большая кольцевая линия";"2024";"I квартал";"1071590";"1098992";"2664616006";
"Варшавская";"Большая кольцевая линия";"2024";"I квартал";"2521277";"2467296";"2664616009";
"Пыхтино";"Солнцевская линия";"2024";"I квартал";"812637";"761387";"2664616046";
"Аэропорт Внуково";"Солнцевская линия";"2024";"I квартал";"816380";"539087";"2664616047";
"Яхромская";"Люблинско-Дмитровская линия";"2024";"I квартал";"1477505";"1444509";"2664616048";
"Лианозово";"Люблинско-Дмитровская линия";"2024";"I квартал";"1270059";"1218402";"2664616049";
"Физтех";"Люблинско-Дмитровская линия";"2024";"I квартал";"938667";"894675";"2664616050";
"Москва-Сити";"Филёвская линия";"2024";"I квартал";"540595";"553361";"2664616274";
"Деловой центр";"Филёвская линия";"2024";"I квартал";"1444951";"1430856";"2664619584";
"Кунцевская";"Арбатско-Покровская линия";"2024";"I квартал";"893545";"898931";"2664619602";
"Парк Победы";"Арбатско-Покровская линия";"2024";"I квартал";"1349625";"1332130";"2664619608";
"Смоленская";"Арбатско-Покровская линия";"2024";"I квартал";"2492439";"2586645";"2664619617";
"Арбатская";"Арбатско-Покровская линия";"2024";"I квартал";"2420200";"2534382";"2664619808";
"Курская";"Арбатско-Покровская линия";"2024";"I квартал";"1701695";"1766017";"2664619820";
"Савёловская";"Большая кольцевая линия";"2024";"I квартал";"1767681";"1797751";"2664619829";
"Шелепиха";"Большая кольцевая линия";"2024";"I квартал";"1133038";"1145419";"2664619836";
"Деловой центр";"Большая кольцевая линия";"2024";"I квартал";"1752921";"1764300";"2664619842";
"Электрозаводская";"Большая кольцевая линия";"2024";"I квартал";"1860461";"2126822";"2664619880";
"Мичуринский проспект";"Большая кольцевая линия";"2024";"I квартал";"1049220";"1065288";"2664619886";
"Каширская";"Большая кольцевая линия";"2024";"I квартал";"2521649";"2553683";"2664619890";
"Печатники";"Большая кольцевая линия";"2024";"I квартал";"219842";"223135";"2664619893";
"Текстильщики";"Большая кольцевая линия";"2024";"I квартал";"1378060";"1661430";"2664619898";
"Авиамоторная";"Калининская линия";"2024";"I квартал";"2837596";"2971562";"2664619903";
"Третьяковская";"Калининская линия";"2024";"I квартал";"2559801";"2679467";"2664619908";
"Третьяковская";"Калужско-Рижская линия";"2024";"I квартал";"0";"0";"2664619913";
"Петровско-Разумовская";"Серпуховско-Тимирязевская линия";"2024";"I квартал";"0";"0";"2664619916";
"Китай-город";"Таганско-Краснопресненская линия";"2024";"I квартал";"0";"0";"2664619919";
"Киевская";"Филёвская линия";"2024";"I квартал";"0";"0";"2664619921";
"Рижская";"Калужско-Рижская линия";"2024";"I квартал";"1053287";"1072022";"2664619995";
"Проспект Мира";"Калужско-Рижская линия";"2024";"I квартал";"1836692";"1902245";"2664620024";
"Киевская";"Кольцевая линия";"2024";"I квартал";"2906839";"2891939";"2664620059";
"Белорусская";"Кольцевая линия";"2024";"I квартал";"3936113";"3718178";"2664620070";
"Комсомольская";"Кольцевая линия";"2024";"I квартал";"7832303";"6363988";"2664620074";
"Таганская";"Кольцевая линия";"2024";"I квартал";"2210212";"2293693";"2664620085";
"Павелецкая";"Кольцевая линия";"2024";"I квартал";"4508307";"4642772";"2664620104";
"Октябрьская";"Кольцевая линия";"2024";"I квартал";"2055734";"2155008";"2664648710";
"Парк культуры";"Кольцевая линия";"2024";"I квартал";"2978282";"3110785";"2664648715";
"Марьина роща";"Люблинско-Дмитровская линия";"2024";"I квартал";"2189866";"2251311";"2664648721";
"Тимирязевская";"Московская монорельсовая транспортная система";"2024";"I квартал";"67252";"55516";"2664648728";
"Окружная";"Московское центральное кольцо";"2024";"I квартал";"1165106";"1196482";"2664648733";
"Владыкино";"Московское центральное кольцо";"2024";"I квартал";"574981";"740242";"2664648737";
"Ботанический сад";"Московское центральное кольцо";"2024";"I квартал";"992733";"1199921";"2664648741";
"Бульвар Рокоссовского";"Московское центральное кольцо";"2024";"I квартал";"741365";"769897";"2664648747";
"Шоссе Энтузиастов";"Московское центральное кольцо";"2024";"I квартал";"615685";"687253";"2664648753";
"Нижегородская";"Московское центральное кольцо";"2024";"I квартал";"1295721";"1407959";"2664648758";
"Дубровка";"Московское центральное кольцо";"2024";"I квартал";"631093";"667798";"2664648761";
"Автозаводская";"Московское центральное кольцо";"2024";"I квартал";"421776";"463712";"2664648952";
"Кутузовская";"Московское центральное кольцо";"2024";"I квартал";"1882671";"2014467";"2664648956";
"Москва-Сити";"Московское центральное кольцо";"2024";"I квартал";"1229508";"1330368";"2664648958";
"Сокольники";"Сокольническая линия";"2024";"I квартал";"1306971";"1314968";"2664648992";
"Проспект Вернадского";"Сокольническая линия";"2024";"I квартал";"2007477";"2031838";"2664648998";
"Кунцевская";"Филёвская линия";"2024";"I квартал";"524946";"509451";"2664649019";
"Пятницкое шоссе";"Арбатско-Покровская линия";"2024";"II квартал";"1567040";"1487722";"2688522583";
"Митино";"Арбатско-Покровская линия";"2024";"II квартал";"2177752";"2092219";"2688522584";
"Волоколамская";"Арбатско-Покровская линия";"2024";"II квартал";"1654763";"1604423";"2688522585";
"Мякинино";"Арбатско-Покровская линия";"2024";"II квартал";"1462619";"1392212";"2688522586";
"Строгино";"Арбатско-Покровская линия";"2024";"II квартал";"2555125";"2490681";"2688522587";
"Крылатское";"Арбатско-Покровская линия";"2024";"II квартал";"2449977";"2408171";"2688522588";
"Молодёжная";"Арбатско-Покровская линия";"2024";"II квартал";"3990960";"3930042";"2688522589";
"Славянский бульвар";"Арбатско-Покровская линия";"2024";"II квартал";"4755203";"4593676";"2688522590";
"Киевская";"Арбатско-Покровская линия";"2024";"II квартал";"3234980";"2998950";"2688522591";
"Площадь Революции";"Арбатско-Покровская линия";"2024";"II квартал";"2927642";"2923202";"2688522592";
"Бауманская";"Арбатско-Покровская линия";"2024";"II квартал";"4595242";"4802846";"2688522593";
"Электрозаводская";"Арбатско-Покровская линия";"2024";"II квартал";"2586436";"2795949";"2688522594";
"Семёновская";"Арбатско-Покровская линия";"2024";"II квартал";"2600203";"2676121";"2688522595";
"Партизанская";"Арбатско-Покровская линия";"2024";"II квартал";"1802035";"1689688";"2688522596";
"Измайловская";"Арбатско-Покровская линия";"2024";"II квартал";"1621634";"1633419";"2688522597";
"Первомайская";"Арбатско-Покровская линия";"2024";"II квартал";"2881418";"2850107";"2688522598";
"Щёлковская";"Арбатско-Покровская линия";"2024";"II квартал";"6282871";"5943632";"2688522599";
"ЦСКА";"Большая кольцевая линия";"2024";"II квартал";"3042676";"3127301";"2688522600";
"Хорошёвская";"Большая кольцевая линия";"2024";"II квартал";"1205885";"1236648";"2688522601";
"Народное Ополчение";"Большая кольцевая линия";"2024";"II квартал";"2076074";"2069521";"2688522602";
"Мнёвники";"Большая кольцевая линия";"2024";"II квартал";"62095";"55607";"2688522603";
"Авиамоторная";"Большая кольцевая линия";"2024";"II квартал";"1035160";"1149802";"2688522604";
"Терехово";"Большая кольцевая линия";"2024";"II квартал";"599388";"642686";"2688522605";
"Кунцевская";"Большая кольцевая линия";"2024";"II квартал";"1889602";"1879005";"2688522606";
"Давыдково";"Большая кольцевая линия";"2024";"II квартал";"1121924";"1133378";"2688522607";
"Аминьевская";"Большая кольцевая линия";"2024";"II квартал";"2221756";"2194164";"2688522608";
"Проспект Вернадского";"Большая кольцевая линия";"2024";"II квартал";"772874";"806732";"2688522609";
"Новаторская";"Большая кольцевая линия";"2024";"II квартал";"1429562";"1445900";"2688522610";
"Воронцовская";"Большая кольцевая линия";"2024";"II квартал";"1299770";"1360903";"2688522611";
"Зюзино";"Большая кольцевая линия";"2024";"II квартал";"1993682";"2017573";"2688522612";
"Каховская";"Большая кольцевая линия";"2024";"II квартал";"1463016";"1518738";"2688522613";
"Кленовый бульвар";"Большая кольцевая линия";"2024";"II квартал";"700294";"722562";"2688522614";
"Нагатинский Затон";"Большая кольцевая линия";"2024";"II квартал";"451465";"457181";"2688522615";
"Сокольники";"Большая кольцевая линия";"2024";"II квартал";"1791328";"1867750";"2688522616";
"Рижская";"Большая кольцевая линия";"2024";"II квартал";"662087";"689311";"2688522617";
"Марьина Роща";"Большая кольцевая линия";"2024";"II квартал";"723675";"741303";"2688522618";
"Битцевский парк";"Бутовская линия Лёгкого метро";"2024";"II квартал";"234161";"173235";"2688522619";
"Лесопарковая";"Бутовская линия Лёгкого метро";"2024";"II квартал";"664868";"633297";"2688522620";
"Улица Старокачаловская";"Бутовская линия Лёгкого метро";"2024";"II квартал";"0";"0";"2688522621";
"Улица Скобелевская";"Бутовская линия Лёгкого метро";"2024";"II квартал";"1683091";"1607859";"2688522622";
"Бульвар адмирала Ушакова";"Бутовская линия Лёгкого метро";"2024";"II квартал";"1024528";"1010952";"2688522623";
"Улица Горчакова";"Бутовская линия Лёгкого метро";"2024";"II квартал";"823859";"804448";"2688522624";
"Бунинская аллея";"Бутовская линия Лёгкого метро";"2024";"II квартал";"1929117";"1881817";"2688522625";
"Ховрино";"Замоскворецкая линия";"2024";"II квартал";"4198207";"3768684";"2688522626";
"Беломорская";"Замоскворецкая линия";"2024";"II квартал";"2455807";"2333893";"2688522627";
"Речной вокзал";"Замоскворецкая линия";"2024";"II квартал";"2392513";"2322122";"2688522628";
"Водный стадион";"Замоскворецкая линия";"2024";"II квартал";"3504466";"3515977";"2688522629";
"Войковская";"Замоскворецкая линия";"2024";"II квартал";"4013992";"4043283";"2688522630";
"Сокол";"Замоскворецкая линия";"2024";"II квартал";"3110474";"3148077";"2688522631";
"Аэропорт";"Замоскворецкая линия";"2024";"II квартал";"2995626";"3054773";"2688522632";
"Динамо";"Замоскворецкая линия";"2024";"II квартал";"2422881";"2461049";"2688522633";
"Белорусская";"Замоскворецкая линия";"2024";"II квартал";"2490530";"2450313";"2688522634";
"Маяковская";"Замоскворецкая линия";"2024";"II квартал";"3131626";"3246256";"2688522635";
"Тверская";"Замоскворецкая линия";"2024";"II квартал";"0";"0";"2688522636";
"Театральная";"Замоскворецкая линия";"2024";"II квартал";"0";"0";"2688522637";
"Новокузнецкая";"Замоскворецкая линия";"2024";"II квартал";"2744598";"2878403";"2688522638";
"Павелецкая";"Замоскворецкая линия";"2024";"II квартал";"2722078";"2238326";"2688522639";
"Автозаводская";"Замоскворецкая линия";"2024";"II квартал";"3157805";"3314112";"2688522640";
"Технопарк";"Замоскворецкая линия";"2024";"II квартал";"1852199";"1873966";"2688522641";
"Коломенская";"Замоскворецкая линия";"2024";"II квартал";"3513364";"3531495";"2688522642";
"Каширская";"Замоскворецкая линия";"2024";"II квартал";"0";"0";"2688522643";
"Кантемировская";"Замоскворецкая линия";"2024";"II квартал";"2716620";"2699057";"2688522644";
"Царицыно";"Замоскворецкая линия";"2024";"II квартал";"5407250";"5149919";"2688522645";
"Орехово";"Замоскворецкая линия";"2024";"II квартал";"1561743";"1529894";"2688522646";
"Домодедовская";"Замоскворецкая линия";"2024";"II квартал";"5282949";"4965767";"2688522647";
"Красногвардейская";"Замоскворецкая линия";"2024";"II квартал";"1647656";"1593004";"2688522648";
"Алма-Атинская";"Замоскворецкая линия";"2024";"II квартал";"1155283";"1122553";"2688522649";
"Новокосино";"Калининская линия";"2024";"II квартал";"4727934";"4589323";"2688522650";
"Новогиреево";"Калининская линия";"2024";"II квартал";"5478236";"5288163";"2688522651";
"Перово";"Калининская линия";"2024";"II квартал";"3264212";"3228686";"2688522652";
"Шоссе Энтузиастов";"Калининская линия";"2024";"II квартал";"1803662";"1917562";"2688522653";
"Площадь Ильича";"Калининская линия";"2024";"II квартал";"1666555";"1676844";"2688522654";
"Марксистская";"Калининская линия";"2024";"II квартал";"1926262";"2009306";"2688522655";
"Медведково";"Калужско-Рижская линия";"2024";"II квартал";"4666972";"4492254";"2688522656";
"Бабушкинская";"Калужско-Рижская линия";"2024";"II квартал";"4099032";"4042450";"2688522657";
"Свиблово";"Калужско-Рижская линия";"2024";"II квартал";"2066409";"2063980";"2688522658";
"Ботанический сад";"Калужско-Рижская линия";"2024";"II квартал";"1966654";"2142417";"2688522659";
"ВДНХ";"Калужско-Рижская линия";"2024";"II квартал";"7577860";"7120044";"2688522660";
"Алексеевская";"Калужско-Рижская линия";"2024";"II квартал";"2752720";"2806924";"2688522661";
"Сухаревская";"Калужско-Рижская линия";"2024";"II квартал";"1768126";"1860976";"2688522662";
"Тургеневская";"Калужско-Рижская линия";"2024";"II квартал";"1734397";"1835384";"2688522663";
"Китай-город";"Калужско-Рижская линия";"2024";"II квартал";"5355766";"5514929";"2688522664";
"Октябрьская";"Калужско-Рижская линия";"2024";"II квартал";"1072297";"1124684";"2688522665";
"Шаболовская";"Калужско-Рижская линия";"2024";"II квартал";"2210364";"2324943";"2688522666";
"Ленинский проспект";"Калужско-Рижская линия";"2024";"II квартал";"3182273";"3623245";"2688522667";
"Академическая";"Калужско-Рижская линия";"2024";"II квартал";"2923138";"2938962";"2688522668";
"Профсоюзная";"Калужско-Рижская линия";"2024";"II квартал";"2680136";"2743440";"2688522669";
"Новые Черёмушки";"Калужско-Рижская линия";"2024";"II квартал";"2909626";"2959931";"2688522670";
"Калужская";"Калужско-Рижская линия";"2024";"II квартал";"2195163";"2307145";"2688522671";
"Беляево";"Калужско-Рижская линия";"2024";"II квартал";"3229141";"3274955";"2688522673";
"Коньково";"Калужско-Рижская линия";"2024";"II квартал";"2443961";"2436974";"2688522674";
"Тёплый стан";"Калужско-Рижская линия";"2024";"II квартал";"5361113";"5274866";"2688522675";
"Ясенево";"Калужско-Рижская линия";"2024";"II квартал";"2648377";"2612970";"2688522676";
"Новоясеневская";"Калужско-Рижская линия";"2024";"II квартал";"570795";"552533";"2688522677";
"Краснопресненская";"Кольцевая линия";"2024";"II квартал";"2146673";"2156383";"2688522678";
"Новослободская";"Кольцевая линия";"2024";"II квартал";"2550028";"2711358";"2688522679";
"Проспект Мира";"Кольцевая линия";"2024";"II квартал";"2004258";"2070312";"2688522680";
"Курская";"Кольцевая линия";"2024";"II квартал";"5089560";"4743911";"2688522681";
"Добрынинская";"Кольцевая линия";"2024";"II квартал";"1807552";"1896102";"2688522682";
"Селигерская";"Люблинско-Дмитровская линия";"2024";"II квартал";"2585923";"2525157";"2688522683";
"Верхние Лихоборы";"Люблинско-Дмитровская линия";"2024";"II квартал";"1193633";"1180844";"2688522684";
"Окружная";"Люблинско-Дмитровская линия";"2024";"II квартал";"890044";"934942";"2688522685";
"Петровско-Разумовская";"Люблинско-Дмитровская линия";"2024";"II квартал";"1943535";"1860318";"2688522686";
"Фонвизинская";"Люблинско-Дмитровская линия";"2024";"II квартал";"1196949";"1189388";"2688522687";
"Бутырская";"Люблинско-Дмитровская линия";"2024";"II квартал";"1348457";"1383930";"2688522688";
"Достоевская";"Люблинско-Дмитровская линия";"2024";"II квартал";"1134701";"1179058";"2688522689";
"Трубная";"Люблинско-Дмитровская линия";"2024";"II квартал";"1551857";"1644652";"2688522690";
"Сретенский бульвар";"Люблинско-Дмитровская линия";"2024";"II квартал";"674613";"724853";"2688522691";
"Чкаловская";"Люблинско-Дмитровская линия";"2024";"II квартал";"1750878";"1807213";"2688522692";
"Римская";"Люблинско-Дмитровская линия";"2024";"II квартал";"1441145";"1467666";"2688522693";
"Крестьянская застава";"Люблинско-Дмитровская линия";"2024";"II квартал";"694317";"729175";"2688522694";
"Дубровка";"Люблинско-Дмитровская линия";"2024";"II квартал";"1519383";"1592546";"2688522695";
"Кожуховская";"Люблинско-Дмитровская линия";"2024";"II квартал";"1786541";"1854236";"2688522696";
"Печатники";"Люблинско-Дмитровская линия";"2024";"II квартал";"1883386";"1879760";"2688522697";
"Волжская";"Люблинско-Дмитровская линия";"2024";"II квартал";"1365018";"1379616";"2688522698";
"Люблино";"Люблинско-Дмитровская линия";"2024";"II квартал";"3723379";"3604963";"2688522699";
"Братиславская";"Люблинско-Дмитровская линия";"2024";"II квартал";"3209260";"3186408";"2688522700";
"Марьино";"Люблинско-Дмитровская линия";"2024";"II квартал";"2691309";"2655044";"2688522701";
"Борисово";"Люблинско-Дмитровская линия";"2024";"II квартал";"954182";"941270";"2688522702";
"Шипиловская";"Люблинско-Дмитровская линия";"2024";"II квартал";"1170270";"1166911";"2688522703";
"Зябликово";"Люблинско-Дмитровская линия";"2024";"II квартал";"954068";"920777";"2688522704";
"Улица Сергея Эйзенштейна";"Московская монорельсовая транспортная система";"2024";"II квартал";"26182";"22866";"2688522705";
"Выставочный центр";"Московская монорельсовая транспортная система";"2024";"II квартал";"119060";"102593";"2688522706";
"Улица Академика Королёва";"Московская монорельсовая транспортная система";"2024";"II квартал";"16954";"14861";"2688522707";
"Телецентр";"Московская монорельсовая транспортная система";"2024";"II квартал";"40326";"34903";"2688522708";
"Улица Милашенкова";"Московская монорельсовая транспортная система";"2024";"II квартал";"20482";"17993";"2688522709";
"Лихоборы";"Московское центральное кольцо";"2024";"II квартал";"1271919";"1287334";"2688522710";
"Ростокино";"Московское центральное кольцо";"2024";"II квартал";"2841859";"2839440";"2688522711";
"Белокаменная";"Московское центральное кольцо";"2024";"II квартал";"155754";"162215";"2688522712";
"Локомотив";"Московское центральное кольцо";"2024";"II квартал";"988472";"1010042";"2688522713";
"Измайлово";"Московское центральное кольцо";"2024";"II квартал";"902614";"955917";"2688522714";
"Соколиная Гора";"Московское центральное кольцо";"2024";"II квартал";"593297";"624849";"2688522715";
"Андроновка";"Московское центральное кольцо";"2024";"II квартал";"706318";"708521";"2688522716";
"Новохохловская";"Московское центральное кольцо";"2024";"II квартал";"555733";"568947";"2688522717";
"Угрешская";"Московское центральное кольцо";"2024";"II квартал";"459707";"484383";"2688522718";
"ЗИЛ";"Московское центральное кольцо";"2024";"II квартал";"970949";"1017280";"2688522719";
"Верхние Котлы";"Московское центральное кольцо";"2024";"II квартал";"1371909";"1415211";"2688522720";
"Крымская";"Московское центральное кольцо";"2024";"II квартал";"897277";"938144";"2688522721";
"Площадь Гагарина";"Московское центральное кольцо";"2024";"II квартал";"1140023";"1378908";"2688522722";
"Лужники";"Московское центральное кольцо";"2024";"II квартал";"956080";"1089765";"2688522723";
"Шелепиха";"Московское центральное кольцо";"2024";"II квартал";"780022";"835392";"2688522724";
"Хорошёво";"Московское центральное кольцо";"2024";"II квартал";"581082";"618319";"2688522725";
"Зорге";"Московское центральное кольцо";"2024";"II квартал";"431879";"449839";"2688522726";
"Панфиловская";"Московское центральное кольцо";"2024";"II квартал";"574037";"605773";"2688522727";
"Стрешнево";"Московское центральное кольцо";"2024";"II квартал";"1587411";"1618315";"2688522728";
"Балтийская";"Московское центральное кольцо";"2024";"II квартал";"967300";"1044579";"2688522729";
"Коптево";"Московское центральное кольцо";"2024";"II квартал";"1400743";"1455251";"2688522730";
"Нижегородская";"Некрасовская линия";"2024";"II квартал";"3179475";"3511170";"2688522731";
"Стахановская";"Некрасовская линия";"2024";"II квартал";"731742";"755235";"2688522732";
"Окская";"Некрасовская линия";"2024";"II квартал";"856984";"878012";"2688522733";
"Юго-Восточная";"Некрасовская линия";"2024";"II квартал";"1188219";"1202912";"2688522734";
"Косино";"Некрасовская линия";"2024";"II квартал";"473759";"459204";"2688522735";
"улица Дмитриевского";"Некрасовская линия";"2024";"II квартал";"851960";"852335";"2688522736";
"Лухмановская";"Некрасовская линия";"2024";"II квартал";"1688817";"1658015";"2688522737";
"Некрасовка";"Некрасовская линия";"2024";"II квартал";"4924552";"4840130";"2688522738";
"Алтуфьево";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"3175734";"3105561";"2688522739";
"Бибирево";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"2377631";"2368877";"2688522740";
"Отрадное";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"4129468";"4148603";"2688522741";
"Владыкино";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"1476559";"1672534";"2688522742";
"Тимирязевская";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"2118197";"2100357";"2688522743";
"Дмитровская";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"3031267";"3106959";"2688522744";
"Савёловская";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"2830352";"2775580";"2688522745";
"Менделеевская";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"2116327";"2240495";"2688522746";
"Цветной бульвар";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"1950392";"2045259";"2688522747";
"Чеховская";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"1867565";"1990108";"2688522748";
"Боровицкая";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"583633";"614596";"2688522749";
"Полянка";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"1411586";"1488606";"2688522750";
"Серпуховская";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"1857346";"1966760";"2688522751";
"Тульская";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"2915986";"3012470";"2688522752";
"Нагатинская";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"3264270";"3325587";"2688522753";
"Нагорная";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"1473049";"1499703";"2688522754";
"Нахимовский проспект";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"1697287";"1717900";"2688522755";
"Севастопольская";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"682671";"706197";"2688522756";
"Чертановская";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"2762718";"2753192";"2688522757";
"Южная";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"1962161";"1946005";"2688522758";
"Пражская";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"4075349";"4066979";"2688522759";
"Улица академика Янгеля";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"2343301";"2289125";"2688522760";
"Аннино";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"2136261";"1980863";"2688522761";
"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"2024";"II квартал";"4922610";"4723679";"2688522762";
"Бульвар Рокоссовского";"Сокольническая линия";"2024";"II квартал";"2169631";"2154825";"2688522763";
"Черкизовская";"Сокольническая линия";"2024";"II квартал";"1666968";"1468203";"2688522764";
"Преображенская площадь";"Сокольническая линия";"2024";"II квартал";"3718248";"3760481";"2688522765";
"Красносельская";"Сокольническая линия";"2024";"II квартал";"1789790";"1833767";"2688522766";
"Комсомольская";"Сокольническая линия";"2024";"II квартал";"2403472";"1966992";"2688522767";
"Красные ворота";"Сокольническая линия";"2024";"II квартал";"2074790";"2137415";"2688522768";
"Чистые пруды";"Сокольническая линия";"2024";"II квартал";"1877159";"1956908";"2688522769";
"Лубянка";"Сокольническая линия";"2024";"II квартал";"2265063";"2320228";"2688522770";
